,amount,branch_type,category,da_id,hospital_area,hospital_code,hospital_name,indicator,total,Special_Type,SPECIAL_ID,overall_district,overall,year
689,0,1,診所                ,114,新北市淡水區,3531105202,菲絲美診所,0%,3,4,0,0.3182,0.3499,2014
690,2,1,診所                ,114,新北市三峽區,3531091650,建民診所,66.67%,3,4,0,0.3182,0.3499,2014
691,2,1,診所                ,114,新北市新店區,3531053034,德明眼科診所,66.67%,3,4,0,0.3182,0.3499,2014
692,1,1,診所                ,114,新北市樹林區,3531070295,合聖診所,33.33%,3,4,0,0.3182,0.3499,2014
693,1,1,診所                ,114,新北市三重區,3531024444,錫安婦產科內科診所,33.33%,3,4,0,0.3182,0.3499,2014
694,2,1,診所                ,114,新北市深坑區,3531180081,謝家庭醫學科診所,66.67%,3,4,0,0.3182,0.3499,2014
695,0,1,診所                ,114,新北市新店區,3431051056,台灣通用器材股份有限公司醫務室,0%,2,4,0,0.3182,0.3499,2014
696,0,1,診所                ,114,新北市蘆洲區,3531143284,佑安耳鼻喉科診所,0%,2,4,0,0.3182,0.3499,2014
697,0,1,診所                ,114,新北市永和區,3531031270,郭烽裕診所,0%,2,4,0,0.3182,0.3499,2014
698,0,1,診所                ,114,新北市三重區,3531025281,陳信任精神科診所,0%,2,4,0,0.3182,0.3499,2014
699,2,1,診所                ,114,新北市永和區,3531030077,唐小兒科診所,100%,2,4,0,0.3182,0.3499,2014
700,0,1,診所                ,114,新北市板橋區,3531017332,晟揚骨科診所,0%,2,4,0,0.3182,0.3499,2014
701,0,1,診所                ,114,新北市永和區,3531030684,陳宏銘婦產科診所,0%,2,4,0,0.3182,0.3499,2014
702,1,1,診所                ,114,新北市中和區,3531041749,陸義發耳鼻喉科診所,50%,2,4,0,0.3182,0.3499,2014
703,0,1,診所                ,114,新北市板橋區,3531016568,王林小兒科診所,0%,2,4,0,0.3182,0.3499,2014
704,0,1,診所                ,114,新北市三重區,3531024140,明安婦產科診所,0%,2,4,0,0.3182,0.3499,2014
705,0,1,診所                ,114,新北市三重區,3531024220,聰明耳鼻喉科診所,0%,2,4,0,0.3182,0.3499,2014
706,0,1,診所                ,114,新北市新店區,3531050944,顏秀吉婦產科診所,0%,2,4,0,0.3182,0.3499,2014
707,0,1,診所                ,114,新北市中和區,3531044553,翰霖耳鼻喉科診所,0%,2,4,0,0.3182,0.3499,2014
708,0,1,診所                ,114,新北市中和區,3531045461,快樂小兒科診所,0%,2,4,0,0.3182,0.3499,2014
709,0,1,診所                ,114,新北市淡水區,3531104769,大忠耳鼻喉科診所,0%,2,4,0,0.3182,0.3499,2014
710,1,1,診所                ,114,新北市金山區,3531270188,東大診所,50%,2,4,0,0.3182,0.3499,2014
711,0,1,診所                ,114,新北市新店區,3531051512,呈恩診所,0%,2,4,0,0.3182,0.3499,2014
712,1,1,診所                ,114,新北市新店區,3531053543,楊聰才診所,50%,2,4,0,0.3182,0.3499,2014
713,0,1,診所                ,114,新北市鶯歌區,3531081672,大山耳鼻喉科診所,0%,2,4,0,0.3182,0.3499,2014
714,0,1,診所                ,114,新北市中和區,3531040662,陳國璋小兒科診所,0%,1,4,0,0.3182,0.3499,2014
715,0,1,診所                ,114,新北市板橋區,3531011901,陳恩哲小兒科診所,0%,1,4,0,0.3182,0.3499,2014
716,0,1,診所                ,114,新北市中和區,3531041392,黃呈鵬小兒科診所,0%,1,4,0,0.3182,0.3499,2014
717,0,1,診所                ,114,新北市三重區,3531020811,友祥外科診所,0%,1,4,0,0.3182,0.3499,2014
718,0,1,診所                ,114,新北市三重區,3531020062,賴明志婦產科診所,0%,1,4,0,0.3182,0.3499,2014
719,0,1,診所                ,114,新北市三重區,3531021130,莊裕安內科診所,0%,1,4,0,0.3182,0.3499,2014
720,1,1,診所                ,114,新北市永和區,3531031921,趙英進診所,100%,1,4,0,0.3182,0.3499,2014
721,0,1,診所                ,114,新北市永和區,3531033523,光晴復健科診所,0%,1,4,0,0.3182,0.3499,2014
722,0,1,診所                ,114,新北市新莊區,3531062202,蘇診所,0%,1,4,0,0.3182,0.3499,2014
723,1,1,診所                ,114,新北市板橋區,3531016817,溫大慶小兒科診所,100%,1,4,0,0.3182,0.3499,2014
724,1,1,診所                ,114,新北市板橋區,3531017145,博恩泌尿科外科診所,100%,1,4,0,0.3182,0.3499,2014
725,0,1,診所                ,114,新北市板橋區,3531010879,詹婦產科診所,0%,1,4,0,0.3182,0.3499,2014
726,0,1,診所                ,114,新北市新莊區,3531061438,王建民耳鼻喉科診所,0%,1,4,0,0.3182,0.3499,2014
727,0,1,診所                ,114,新北市中和區,3531041203,劉全能診所,0%,1,4,0,0.3182,0.3499,2014
728,0,1,診所                ,114,新北市中和區,3531042344,南勢角復健診所,0%,1,4,0,0.3182,0.3499,2014
729,0,1,診所                ,114,新北市新莊區,3531061938,錦明耳鼻喉科診所,0%,1,4,0,0.3182,0.3499,2014
730,0,1,診所                ,114,新北市板橋區,3531017903,陳志洪診所,0%,1,4,0,0.3182,0.3499,2014
731,0,1,診所                ,114,新北市板橋區,3531012677,雷世陽婦產科診所,0%,1,4,0,0.3182,0.3499,2014
732,0,1,診所                ,114,新北市板橋區,3531013898,合泰婦產小兒聯合診所,0%,1,4,0,0.3182,0.3499,2014
733,0,1,診所                ,114,新北市淡水區,3531105177,匯康內科診所,0%,1,4,0,0.3182,0.3499,2014
734,0,1,診所                ,114,新北市中和區,3531044035,坤暉小兒專科診所,0%,1,4,0,0.3182,0.3499,2014
735,0,1,診所                ,114,新北市新店區,3531050999,高兒科診所,0%,1,4,0,0.3182,0.3499,2014
736,0,1,診所                ,114,新北市中和區,3531044633,王俊傑診所,0%,1,4,0,0.3182,0.3499,2014
737,0,1,診所                ,114,新北市新店區,3531053650,大豐耳鼻喉科診所,0%,1,4,0,0.3182,0.3499,2014
738,0,1,診所                ,114,新北市淡水區,3531100074,林得時婦產科診所,0%,1,4,0,0.3182,0.3499,2014
739,0,1,診所                ,114,新北市板橋區,3531015810,重慶耳鼻喉科診所,0%,1,4,0,0.3182,0.3499,2014
740,1,1,診所                ,114,新北市板橋區,3531016004,佳醫診所,100%,1,4,0,0.3182,0.3499,2014
741,0,1,診所                ,114,新北市板橋區,3531016433,熊明旺耳鼻喉科診所,0%,1,4,0,0.3182,0.3499,2014
742,0,1,診所                ,114,新北市新莊區,3531065678,晴美身心診所,0%,1,4,0,0.3182,0.3499,2014
743,0,1,診所                ,114,新北市新莊區,3531065945,昌明耳鼻喉科診所,0%,1,4,0,0.3182,0.3499,2014
0,18771.0000,1,醫學中心            ,114,新北市板橋區,1131010011,醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,76.5%,24537.0000,1,0,0.3488,0.3679,2015
1,4159.0000,1,區域醫院            ,114,新北市新店區,1131050515,佛教慈濟醫療財團法人台北慈濟醫院,30.34%,13709.0000,2,0,0.3488,0.3679,2015
2,4947.0000,1,區域醫院            ,114,新北市中和區,1331040513,衛生福利部雙和醫院〈委託臺北醫學大學興建經營〉,36.18%,13675.0000,2,0,0.3488,0.3679,2015
3,3878.0000,1,區域醫院            ,114,新北市新店區,1231050017,天主教耕莘醫療財團法人耕莘醫院,36.67%,10575.0000,2,0,0.3488,0.3679,2015
4,1770.0000,1,區域醫院            ,114,新北市三峽區,1131090019,行天宮醫療志業醫療財團法人恩主公醫院,19.42%,9115.0000,2,0,0.3488,0.3679,2015
5,1933.0000,1,區域醫院            ,114,新北市新莊區,0131060029,衛生福利部臺北醫院,26.78%,7218.0000,2,0,0.3488,0.3679,2015
6,3506.0000,1,區域醫院            ,114,新北市三重區,0131020016,新北市立聯合醫院,49.72%,7052.0000,2,0,0.3488,0.3679,2015
7,2123.0000,1,區域醫院            ,114,新北市汐止區,1131110516,國泰醫療財團法人汐止國泰綜合醫院,31.65%,6708.0000,2,0,0.3488,0.3679,2015
8,2.0000,1,區域醫院            ,114,新北市八里區,0131230012,衛生福利部八里療養院,8%,25.0000,2,0,0.3488,0.3679,2015
9,1585.0000,1,地區醫院            ,114,新北市永和區,1231030015,天主教耕莘醫療財團法人永和耕莘醫院,32.45%,4884.0000,3,0,0.3488,0.3679,2015
10,592.0000,1,地區醫院            ,114,新北市新莊區,0131060010,衛生福利部樂生療養院,25.36%,2334.0000,3,0,0.3488,0.3679,2015
11,276.0000,1,地區醫院            ,114,新北市樹林區,1531071030,仁愛醫院,18.85%,1464.0000,3,0,0.3488,0.3679,2015
12,482.0000,1,地區醫院            ,114,新北市三重區,1531020122,宏仁醫院,42.54%,1133.0000,3,0,0.3488,0.3679,2015
13,218.0000,1,地區醫院            ,114,新北市金山區,0431270012,國立臺灣大學醫學院附設醫院金山分院,22.9%,952.0000,3,0,0.3488,0.3679,2015
14,173.0000,1,地區醫院            ,114,新北市板橋區,1531010279,板橋中興醫院,23.7%,730.0000,3,0,0.3488,0.3679,2015
15,95.0000,1,地區醫院            ,114,新北市新莊區,0931060016,新仁醫療社團法人新仁醫院,17.89%,531.0000,3,0,0.3488,0.3679,2015
16,117.0000,1,地區醫院            ,114,新北市板橋區,0931010016,中英醫療社團法人中英醫院,22.41%,522.0000,3,0,0.3488,0.3679,2015
17,64.0000,1,地區醫院            ,114,新北市中和區,1531041390,怡和醫院,15.53%,412.0000,3,0,0.3488,0.3679,2015
18,62.0000,1,地區醫院            ,114,新北市板橋區,1531010082,板新醫院,18.18%,341.0000,3,0,0.3488,0.3679,2015
19,47.0000,1,地區醫院            ,114,新北市新店區,1531050077,同仁醫院,14.03%,335.0000,3,0,0.3488,0.3679,2015
20,53.0000,1,地區醫院            ,114,新北市土城區,1531130052,廣川醫院,16.93%,313.0000,3,0,0.3488,0.3679,2015
21,53.0000,1,地區醫院            ,114,新北市中和區,1531040259,中祥醫院,18.34%,289.0000,3,0,0.3488,0.3679,2015
22,39.0000,1,地區醫院            ,114,新北市瑞芳區,1531120038,瑞芳礦工醫院,15.6%,250.0000,3,0,0.3488,0.3679,2015
23,47.0000,1,地區醫院            ,114,新北市板橋區,1531010108,蕭中正醫院,23.27%,202.0000,3,0,0.3488,0.3679,2015
24,12.0000,1,地區醫院            ,114,新北市三重區,1531021165,三重中興醫院,6.32%,190.0000,3,0,0.3488,0.3679,2015
25,34.0000,1,地區醫院            ,114,新北市板橋區,1531011310,板橋國泰醫院,18.99%,179.0000,3,0,0.3488,0.3679,2015
26,21.0000,1,地區醫院            ,114,新北市土城區,1531130105,仁安醫院,13.29%,158.0000,3,0,0.3488,0.3679,2015
27,30.0000,1,地區醫院            ,114,新北市土城區,1531131139,元復醫院,21.9%,137.0000,3,0,0.3488,0.3679,2015
28,12.0000,1,地區醫院            ,114,新北市永和區,1531031278,永和復康醫院,11.65%,103.0000,3,0,0.3488,0.3679,2015
29,10.0000,1,地區醫院            ,114,新北市板橋區,0931010025,中英醫療社團法人板英醫院,11.11%,90.0000,3,0,0.3488,0.3679,2015
30,12.0000,1,地區醫院            ,114,新北市新莊區,1531060046,大順醫院,13.95%,86.0000,3,0,0.3488,0.3679,2015
31,3.0000,1,地區醫院            ,114,新北市新莊區,1431060017,財團法人台灣省私立台北仁濟院附設新莊仁濟醫院,6.52%,46.0000,3,0,0.3488,0.3679,2015
32,1.0000,1,地區醫院            ,114,新北市三峽區,0931090014,永聖醫療社團法人文化醫院,11.11%,9.0000,3,0,0.3488,0.3679,2015
33,0.0000,1,地區醫院            ,114,新北市新莊區,1531061230,益民醫院,0%,3.0000,3,0,0.3488,0.3679,2015
34,0.0000,1,地區醫院            ,114,新北市中和區,1531041363,蕙生醫院,0%,1.0000,3,0,0.3488,0.3679,2015
35,820.0000,1,診所                ,114,新北市板橋區,3531012695,翰生診所,84.36%,972.0000,4,0,0.3488,0.3679,2015
36,416.0000,1,診所                ,114,新北市三重區,3531024462,德河聯合診所,53.82%,773.0000,4,0,0.3488,0.3679,2015
37,105.0000,1,診所                ,114,新北市樹林區,3531070820,樹林泰新診所,13.69%,767.0000,4,0,0.3488,0.3679,2015
38,120.0000,1,診所                ,114,新北市三重區,3531020080,蘇炫明外科診所,16.37%,733.0000,4,0,0.3488,0.3679,2015
39,243.0000,1,診所                ,114,新北市淡水區,2331100015,新北市淡水區衛生所,33.75%,720.0000,4,0,0.3488,0.3679,2015
40,193.0000,1,診所                ,114,新北市新莊區,3531061278,聯安診所,28.05%,688.0000,4,0,0.3488,0.3679,2015
41,270.0000,1,診所                ,114,新北市鶯歌區,3531080200,崇文診所,46.08%,586.0000,4,0,0.3488,0.3679,2015
42,62.0000,1,診所                ,114,新北市新莊區,3531061867,聯福診所,11.05%,561.0000,4,0,0.3488,0.3679,2015
43,344.0000,1,診所                ,114,新北市板橋區,3531013003,陳敏玲內科診所,63.35%,543.0000,4,0,0.3488,0.3679,2015
44,272.0000,1,診所                ,114,新北市三芝區,2331210016,新北市三芝區衛生所,54.73%,497.0000,4,0,0.3488,0.3679,2015
45,87.0000,1,診所                ,114,新北市板橋區,3531015169,常春聯合診所,17.65%,493.0000,4,0,0.3488,0.3679,2015
46,373.0000,1,診所                ,114,新北市板橋區,3531017832,漢生診所,78.53%,475.0000,4,0,0.3488,0.3679,2015
47,65.0000,1,診所                ,114,新北市蘆洲區,3531142509,民族診所,13.89%,468.0000,4,0,0.3488,0.3679,2015
48,64.0000,1,診所                ,114,新北市三重區,3531025861,益安診所,13.79%,464.0000,4,0,0.3488,0.3679,2015
49,150.0000,1,診所                ,114,新北市板橋區,2331010016,新北市板橋區衛生所,32.68%,459.0000,4,0,0.3488,0.3679,2015
50,94.0000,1,診所                ,114,新北市鶯歌區,3531081494,慈德聯合診所,20.61%,456.0000,4,0,0.3488,0.3679,2015
51,59.0000,1,診所                ,114,新北市三重區,3531024882,三重祥安診所,12.97%,455.0000,4,0,0.3488,0.3679,2015
52,56.0000,1,診所                ,114,新北市樹林區,3531071998,安濟診所,12.56%,446.0000,4,0,0.3488,0.3679,2015
53,72.0000,1,診所                ,114,新北市板橋區,3531017878,鄭仕程診所,16.25%,443.0000,4,0,0.3488,0.3679,2015
54,111.0000,1,診所                ,114,新北市新莊區,3531064448,麗安診所,25.93%,428.0000,4,0,0.3488,0.3679,2015
55,291.0000,1,診所                ,114,新北市三峽區,2331090014,新北市三峽區衛生所,68.15%,427.0000,4,0,0.3488,0.3679,2015
56,49.0000,1,診所                ,114,新北市新莊區,3531065294,晉安診所,11.64%,421.0000,4,0,0.3488,0.3679,2015
57,36.0000,1,診所                ,114,新北市新莊區,3531061929,林定參診所,8.61%,418.0000,4,0,0.3488,0.3679,2015
58,197.0000,1,診所                ,114,新北市三重區,3531025067,德心診所,48.4%,407.0000,4,0,0.3488,0.3679,2015
59,101.0000,1,診所                ,114,新北市新店區,3531051101,張榮宗內科診所,25%,404.0000,4,0,0.3488,0.3679,2015
60,67.0000,1,診所                ,114,新北市土城區,3531132325,學府實和聯合診所,16.71%,401.0000,4,0,0.3488,0.3679,2015
61,59.0000,1,診所                ,114,新北市板橋區,3531013432,麗暘診所,15.53%,380.0000,4,0,0.3488,0.3679,2015
62,60.0000,1,診所                ,114,新北市板橋區,3531016826,嘉齡診所,15.96%,376.0000,4,0,0.3488,0.3679,2015
63,68.0000,1,診所                ,114,新北市三重區,3531024506,杏華診所,18.78%,362.0000,4,0,0.3488,0.3679,2015
64,44.0000,1,診所                ,114,新北市三重區,3531025003,安禾診所,12.32%,357.0000,4,0,0.3488,0.3679,2015
65,52.0000,1,診所                ,114,新北市三重區,3531025530,李瑞相診所,14.65%,355.0000,4,0,0.3488,0.3679,2015
66,32.0000,1,診所                ,114,新北市新莊區,3531062186,康福診所,9.47%,338.0000,4,0,0.3488,0.3679,2015
67,55.0000,1,診所                ,114,新北市中和區,3531044535,唯安診所,16.52%,333.0000,4,0,0.3488,0.3679,2015
68,46.0000,1,診所                ,114,新北市板橋區,3531012435,林皮膚科診所,13.94%,330.0000,4,0,0.3488,0.3679,2015
69,229.0000,1,診所                ,114,新北市樹林區,2331070012,新北市樹林區衛生所,69.6%,329.0000,4,0,0.3488,0.3679,2015
70,126.0000,1,診所                ,114,新北市瑞芳區,2331120017,新北市瑞芳區衛生所,38.41%,328.0000,4,0,0.3488,0.3679,2015
71,68.0000,1,診所                ,114,新北市三重區,3531024668,集美診所,21.05%,323.0000,4,0,0.3488,0.3679,2015
72,60.0000,1,診所                ,114,新北市新店區,3531051325,富森診所,18.63%,322.0000,4,0,0.3488,0.3679,2015
73,61.0000,1,診所                ,114,新北市板橋區,3531015918,張明輝內科診所,19%,321.0000,4,0,0.3488,0.3679,2015
74,91.0000,1,診所                ,114,新北市三重區,3531025389,重新診所,28.71%,317.0000,4,0,0.3488,0.3679,2015
75,38.0000,1,診所                ,114,新北市新莊區,3531063601,中心診所,12.1%,314.0000,4,0,0.3488,0.3679,2015
76,30.0000,1,診所                ,114,新北市蘆洲區,3531142250,大安診所,9.58%,313.0000,4,0,0.3488,0.3679,2015
77,48.0000,1,診所                ,114,新北市中和區,3531045014,賴凱新診所,15.34%,313.0000,4,0,0.3488,0.3679,2015
78,173.0000,1,診所                ,114,新北市板橋區,3531013567,龍興診所,56.17%,308.0000,4,0,0.3488,0.3679,2015
79,42.0000,1,診所                ,114,新北市土城區,3531133064,頂埔中心診所,13.68%,307.0000,4,0,0.3488,0.3679,2015
80,52.0000,1,診所                ,114,新北市三重區,3531022208,德慈聯合診所,16.94%,307.0000,4,0,0.3488,0.3679,2015
81,32.0000,1,診所                ,114,新北市新莊區,3531061698,福華診所,10.53%,304.0000,4,0,0.3488,0.3679,2015
82,50.0000,1,診所                ,114,新北市中和區,3531045050,通安診所,17.01%,294.0000,4,0,0.3488,0.3679,2015
83,72.0000,1,診所                ,114,新北市三重區,3531025254,龍華診所,24.57%,293.0000,4,0,0.3488,0.3679,2015
84,188.0000,1,診所                ,114,新北市板橋區,3531018197,大鈞診所,64.83%,290.0000,4,0,0.3488,0.3679,2015
85,68.0000,1,診所                ,114,新北市淡水區,3531100529,鴻恩診所,23.45%,290.0000,4,0,0.3488,0.3679,2015
86,47.0000,1,診所                ,114,新北市三重區,3531024239,簡修平診所,16.26%,289.0000,4,0,0.3488,0.3679,2015
87,52.0000,1,診所                ,114,新北市泰山區,3531161657,明泰診所,18.06%,288.0000,4,0,0.3488,0.3679,2015
88,35.0000,1,診所                ,114,新北市蘆洲區,3531142358,蘆洲立民診所,12.2%,287.0000,4,0,0.3488,0.3679,2015
89,210.0000,1,診所                ,114,新北市板橋區,3531012837,大川診所,73.17%,287.0000,4,0,0.3488,0.3679,2015
90,107.0000,1,診所                ,114,新北市板橋區,3531018624,重心診所,37.41%,286.0000,4,0,0.3488,0.3679,2015
91,161.0000,1,診所                ,114,新北市中和區,2331040014,新北市中和區衛生所,56.49%,285.0000,4,0,0.3488,0.3679,2015
92,155.0000,1,診所                ,114,新北市新店區,2331050010,新北市新店區衛生所,54.96%,282.0000,4,0,0.3488,0.3679,2015
93,141.0000,1,診所                ,114,新北市林口區,2331170017,新北市林口區衛生所,50.72%,278.0000,4,0,0.3488,0.3679,2015
94,43.0000,1,診所                ,114,新北市板橋區,3531016719,聯德診所,15.47%,278.0000,4,0,0.3488,0.3679,2015
95,35.0000,1,診所                ,114,新北市板橋區,3531010691,春和診所,12.59%,278.0000,4,0,0.3488,0.3679,2015
96,37.0000,1,診所                ,114,新北市新店區,3531053141,安立診所,13.31%,278.0000,4,0,0.3488,0.3679,2015
97,83.0000,1,診所                ,114,新北市三重區,3531022600,江村聯合診所,29.96%,277.0000,4,0,0.3488,0.3679,2015
98,40.0000,1,診所                ,114,新北市板橋區,3531016406,昇陽診所,14.49%,276.0000,4,0,0.3488,0.3679,2015
99,26.0000,1,診所                ,114,新北市新店區,3531052760,欣和診所,9.42%,276.0000,4,0,0.3488,0.3679,2015
100,55.0000,1,診所                ,114,新北市永和區,3531034039,德上診所,20.07%,274.0000,4,0,0.3488,0.3679,2015
101,86.0000,1,診所                ,114,新北市金山區,2331270012,新北市金山區衛生所,31.73%,271.0000,4,0,0.3488,0.3679,2015
102,182.0000,1,診所                ,114,新北市三重區,2331020012,新北市三重區衛生所,67.41%,270.0000,4,0,0.3488,0.3679,2015
103,100.0000,1,診所                ,114,新北市新莊區,3531063870,新庚診所,37.04%,270.0000,4,0,0.3488,0.3679,2015
104,42.0000,1,診所                ,114,新北市中和區,3531044802,祐嘉骨科診所,15.56%,270.0000,4,0,0.3488,0.3679,2015
105,21.0000,1,診所                ,114,新北市林口區,3531171386,林漢邦診所,7.81%,269.0000,4,0,0.3488,0.3679,2015
106,158.0000,1,診所                ,114,新北市深坑區,2331180013,新北市深坑區衛生所,59.18%,267.0000,4,0,0.3488,0.3679,2015
107,29.0000,1,診所                ,114,新北市林口區,3531170174,明揚診所,10.86%,267.0000,4,0,0.3488,0.3679,2015
108,187.0000,1,診所                ,114,新北市八里區,2331230018,新北市八里區衛生所,70.3%,266.0000,4,0,0.3488,0.3679,2015
109,39.0000,1,診所                ,114,新北市淡水區,3531100421,李兆然家醫科診所,14.66%,266.0000,4,0,0.3488,0.3679,2015
110,59.0000,1,診所                ,114,新北市樹林區,3531070419,博民診所,22.43%,263.0000,4,0,0.3488,0.3679,2015
111,88.0000,1,診所                ,114,新北市板橋區,3531012195,謝坤川診所,33.59%,262.0000,4,0,0.3488,0.3679,2015
112,32.0000,1,診所                ,114,新北市汐止區,3531112930,鴻海診所,12.26%,261.0000,4,0,0.3488,0.3679,2015
113,48.0000,1,診所                ,114,新北市板橋區,3531017083,樂福診所,18.53%,259.0000,4,0,0.3488,0.3679,2015
114,43.0000,1,診所                ,114,新北市新莊區,3531061214,志豪診所,17%,253.0000,4,0,0.3488,0.3679,2015
115,54.0000,1,診所                ,114,新北市蘆洲區,3531140845,華邦診所,21.77%,248.0000,4,0,0.3488,0.3679,2015
116,119.0000,1,診所                ,114,新北市汐止區,2331110011,新北市汐止區衛生所,47.98%,248.0000,4,0,0.3488,0.3679,2015
117,151.0000,1,診所                ,114,新北市鶯歌區,3531081538,怡兒診所,61.13%,247.0000,4,0,0.3488,0.3679,2015
118,28.0000,1,診所                ,114,新北市中和區,3531045612,正倫診所,11.38%,246.0000,4,0,0.3488,0.3679,2015
119,29.0000,1,診所                ,114,新北市泰山區,3531161568,泰和診所,11.89%,244.0000,4,0,0.3488,0.3679,2015
120,34.0000,1,診所                ,114,新北市永和區,3531034413,惠恩診所,13.99%,243.0000,4,0,0.3488,0.3679,2015
121,26.0000,1,診所                ,114,新北市土城區,3531130750,張國樑診所,10.74%,242.0000,4,0,0.3488,0.3679,2015
122,31.0000,1,診所                ,114,新北市新店區,3531052804,林逢慶診所,12.86%,241.0000,4,0,0.3488,0.3679,2015
123,38.0000,1,診所                ,114,新北市汐止區,3531110025,楊內科小兒科診所,15.97%,238.0000,4,0,0.3488,0.3679,2015
124,41.0000,1,診所                ,114,新北市土城區,3531133171,裕安診所,17.3%,237.0000,4,0,0.3488,0.3679,2015
125,142.0000,1,診所                ,114,新北市鶯歌區,2331080018,新北市鶯歌區衛生所,59.92%,237.0000,4,0,0.3488,0.3679,2015
126,108.0000,1,診所                ,114,新北市三峽區,3531092013,敏家診所,45.96%,235.0000,4,0,0.3488,0.3679,2015
127,48.0000,1,診所                ,114,新北市貢寮區,2331260016,新北市貢寮區衛生所,20.6%,233.0000,4,0,0.3488,0.3679,2015
128,49.0000,1,診所                ,114,新北市淡水區,3531105186,陳正熙診所,21.03%,233.0000,4,0,0.3488,0.3679,2015
129,54.0000,1,診所                ,114,新北市中和區,3531045532,捷安診所,23.28%,232.0000,4,0,0.3488,0.3679,2015
130,102.0000,1,診所                ,114,新北市板橋區,3531017752,德一診所,44.93%,227.0000,4,0,0.3488,0.3679,2015
131,42.0000,1,診所                ,114,新北市板橋區,3531013398,合信診所,18.58%,226.0000,4,0,0.3488,0.3679,2015
132,37.0000,1,診所                ,114,新北市板橋區,3531013227,侯世文診所,16.59%,223.0000,4,0,0.3488,0.3679,2015
133,113.0000,1,診所                ,114,新北市土城區,2331130013,新北市土城區衛生所,51.13%,221.0000,4,0,0.3488,0.3679,2015
134,158.0000,1,診所                ,114,新北市三重區,3531021505,重仁診所,71.49%,221.0000,4,0,0.3488,0.3679,2015
135,164.0000,1,診所                ,114,新北市中和區,3531042451,育家聯合診所,74.21%,221.0000,4,0,0.3488,0.3679,2015
136,41.0000,1,診所                ,114,新北市新店區,3531053052,維霖內科診所,18.55%,221.0000,4,0,0.3488,0.3679,2015
137,159.0000,1,診所                ,114,新北市板橋區,3531013905,興安診所,72.27%,220.0000,4,0,0.3488,0.3679,2015
138,40.0000,1,診所                ,114,新北市三重區,3531022771,佳仁診所,18.43%,217.0000,4,0,0.3488,0.3679,2015
139,34.0000,1,診所                ,114,新北市新店區,3531053203,又新診所,15.67%,217.0000,4,0,0.3488,0.3679,2015
140,117.0000,1,診所                ,114,新北市雙溪區,2331250010,新北市雙溪區衛生所,54.17%,216.0000,4,0,0.3488,0.3679,2015
141,45.0000,1,診所                ,114,新北市蘆洲區,3531142198,詠贊聯合診所,20.93%,215.0000,4,0,0.3488,0.3679,2015
142,45.0000,1,診所                ,114,新北市三重區,3531022664,良安診所,20.93%,215.0000,4,0,0.3488,0.3679,2015
143,26.0000,1,診所                ,114,新北市新莊區,3531065730,弘久診所,12.15%,214.0000,4,0,0.3488,0.3679,2015
144,28.0000,1,診所                ,114,新北市板橋區,3531015365,志明診所,13.33%,210.0000,4,0,0.3488,0.3679,2015
145,33.0000,1,診所                ,114,新北市板橋區,3531017574,建明診所,15.79%,209.0000,4,0,0.3488,0.3679,2015
146,27.0000,1,診所                ,114,新北市汐止區,3531112654,祥和診所,13.11%,206.0000,4,0,0.3488,0.3679,2015
147,32.0000,1,診所                ,114,新北市林口區,3531171304,宏愛診所,15.53%,206.0000,4,0,0.3488,0.3679,2015
148,42.0000,1,診所                ,114,新北市八里區,3531231154,文心診所,20.49%,205.0000,4,0,0.3488,0.3679,2015
149,47.0000,1,診所                ,114,新北市蘆洲區,3531143177,健群耳鼻喉科診所,23.04%,204.0000,4,0,0.3488,0.3679,2015
150,37.0000,1,診所                ,114,新北市鶯歌區,3531081574,立好診所,18.14%,204.0000,4,0,0.3488,0.3679,2015
151,23.0000,1,診所                ,114,新北市三重區,3531022959,李烈委診所,11.39%,202.0000,4,0,0.3488,0.3679,2015
152,29.0000,1,診所                ,114,新北市新莊區,3531061947,黃信喜診所,14.43%,201.0000,4,0,0.3488,0.3679,2015
153,31.0000,1,診所                ,114,新北市新莊區,3531064331,隆安診所,15.42%,201.0000,4,0,0.3488,0.3679,2015
154,96.0000,1,診所                ,114,新北市新店區,3531053972,蘇永誠家醫科診所,47.76%,201.0000,4,0,0.3488,0.3679,2015
155,34.0000,1,診所                ,114,新北市板橋區,3531018508,佑福診所,17%,200.0000,4,0,0.3488,0.3679,2015
156,37.0000,1,診所                ,114,新北市瑞芳區,3531120343,瑞聯診所,18.59%,199.0000,4,0,0.3488,0.3679,2015
157,25.0000,1,診所                ,114,新北市永和區,3531033685,黎新彬診所,12.82%,195.0000,4,0,0.3488,0.3679,2015
158,30.0000,1,診所                ,114,新北市永和區,3531033747,德美診所,15.38%,195.0000,4,0,0.3488,0.3679,2015
159,14.0000,1,診所                ,114,新北市五股區,3531150163,成洲診所,7.18%,195.0000,4,0,0.3488,0.3679,2015
160,103.0000,1,診所                ,114,新北市新莊區,2331060016,新北市新莊區衛生所,53.37%,193.0000,4,0,0.3488,0.3679,2015
161,23.0000,1,診所                ,114,新北市永和區,3531030371,聯宏內科診所,11.98%,192.0000,4,0,0.3488,0.3679,2015
162,106.0000,1,診所                ,114,新北市蘆洲區,2331140019,新北市蘆洲區衛生所,55.79%,190.0000,4,0,0.3488,0.3679,2015
